"location","price","property_type","postal_code","available","till_move_in_day","minimum_term","maximum_term","furnishings","occupation","gender","min_age","max_age","property_id"
Manchester,550,Flat share,M20,"16/04/2023",0,0,6,Furnished,Don't mind,No preference,"20","29",1707
Manchester,475,House share,M21,"16/04/2023",0,3,0,Furnished,Don't mind,Female,"18",,1711
Manchester,600,House share,M6,"28/12/2023",256,0,3,Furnished,Don't mind,No preference,,,1719
Manchester,462,House share,M19,"06/05/2023",20,6,12,Unfurnished,Professional,No preference,"24","32",1720
Manchester,600,House share,M38,"11/05/2023",25,6,0,Furnished,Don't mind,No preference,"23",,1721
Manchester,500,House share,M18,"17/04/2023",1,0,0,Furnished,Professional,No preference,"26","42",1723
Manchester,550,Flat share,M20,"31/05/2023",45,5,0,Furnished,Professional,No preference,"22","30",1725
Manchester,600,House share,M27,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"23","39",1712
Manchester,660,House share,M16,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"20","40",1713
Manchester,425,Flat share,M16,"29/05/2023",43,3,3,Furnished,Student,Female,,,1730
Manchester,650,House share,M30,"16/04/2023",0,8,0,Furnished,Don't mind,No preference,,,1714
Manchester,675,Flat share,M4,"16/04/2023",0,2,0,Furnished,Don't mind,Male,"25","99",1716
Manchester,550,House share,M27,"16/04/2023",0,0,12,Furnished,Professional,No preference,"23","60",1718
Manchester,600,Flat share,M19,"16/04/2023",0,1,6,Furnished,Don't mind,No preference,"21","40",1722
Manchester,475,House share,M20,"16/04/2023",0,3,0,Furnished,Professional,Female,"21",,1724
Manchester,570,House share,M6,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,1726
Manchester,440,Flat rent,M22,"26/04/2023",10,12,0,Part Furnished,Don't mind,No preference,,,1738
Manchester,665,Shared property,M30,"01/05/2023",15,0,3,Furnished,Don't mind,Female,,,1739
Manchester,500,Flat share,M3,"13/05/2023",27,0,0,Furnished,Don't mind,Female,"20",,1740
Manchester,1000,Flat share,M3,"19/04/2023",3,6,6,Furnished,Professional,No preference,"25","50",1741
Manchester,584,Flat share,M50,"16/04/2023",0,6,0,Furnished,Professional,No preference,,,1729
Manchester,500,House share,M35,"16/04/2023",0,3,0,Furnished,Don't mind,Male,"23",,1731
Manchester,700,Flat share,M30,"16/04/2023",0,6,24,Furnished,Don't mind,No preference,,,1852
Manchester,600,House share,M7,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,"18","99",1868
Manchester,700,Flat share,M1,"01/06/2023",46,6,0,Furnished,Student,No preference,"18",,1746
Manchester,500,House share,M20,"16/04/2023",0,6,0,Furnished,Don't mind,Female,"18","40",1872
Manchester,350,Flat share,M8,"16/04/2023",0,1,1,Furnished,Don't mind,No preference,,,1876
Manchester,380,House share,M32,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,1877
Manchester,550,House share,M8,"16/04/2023",0,0,2,Furnished,Don't mind,Female,,,1881
Manchester,795,Flat share,M1,"12/05/2023",26,6,0,Furnished,Don't mind,No preference,,,1751
Manchester,725,House share,M21,"16/04/2023",0,1,0,Furnished,Professional,Male,,,1750
Manchester,500,House share,M43,"25/04/2023",9,0,0,Furnished,Professional,No preference,,,1754
Manchester,650,Shared property,M19,"16/04/2023",0,6,0,Furnished,Professional,No preference,"25","50",1753
Manchester,550,House share,M16,"16/06/2023",61,2,0,Furnished,Professional,No preference,"25",,1756
Manchester,630,Flat share,M5,"31/05/2023",45,12,0,Furnished,Professional,Female,"22","28",1760
Manchester,550,House share,M13,"16/04/2023",0,6,0,Furnished,Professional,No preference,"20",,1757
Manchester,850,Flat share,M30,"16/04/2023",0,3,0,Furnished,Professional,No preference,,,1758
Manchester,525,House share,M30,"01/06/2023",46,6,0,Furnished,Professional,Female,"28","50",1765
Manchester,650,Flat share,M5,"01/07/2023",76,0,0,Furnished,Don't mind,No preference,,,1766
Manchester,850,House share,M19,"16/04/2023",0,12,0,Furnished,Don't mind,No preference,,,1759
Manchester,400,Flat share,M21,"16/04/2023",0,0,0,Furnished,Professional,No preference,"25","45",1761
Manchester,463,House share,M14,"01/07/2023",76,12,12,Furnished,Don't mind,No preference,,,1769
Manchester,600,Flat share,M12,"01/05/2023",15,6,0,Furnished,Don't mind,No preference,"23",,1771
Manchester,650,Flat share,M5,"01/05/2023",15,4,0,Furnished,Professional,No preference,"21","35",1775
Manchester,400,House rent,M14,"16/04/2023",0,4,0,Furnished,Don't mind,No preference,,,1762
Manchester,425,Flat share,M3,"31/05/2023",45,5,5,Furnished,Don't mind,No preference,"18","30",1777
Manchester,595,House share,M13,"19/06/2023",64,12,0,Furnished,Don't mind,No preference,,,1778
Manchester,700,Flat share,M4,"16/04/2023",0,0,0,Furnished,Professional,No preference,"30","54",1770
Manchester,607,House share,M14,"16/04/2023",0,12,12,Furnished,Student,No preference,"18","21",1772
Manchester,607,Flat rent,M4,"16/04/2023",0,12,0,Unfurnished,Don't mind,No preference,,,1773
Manchester,550,Flat share,M3,"01/05/2023",15,5,5,Furnished,Professional,Female,,"26",1782
Manchester,841,Flat share,M3,"01/05/2023",15,4,4,Furnished,Don't mind,No preference,"18","30",1783
Manchester,388,Flat share,M7,"16/04/2023",0,0,0,Furnished,Professional,Female,"22","30",1774
Manchester,600,House share,M23,"08/05/2023",22,1,6,Furnished,Professional,Female,"25",,1785
Manchester,250,Flat share,M4,"16/04/2023",0,1,6,Furnished,Don't mind,No preference,,,1882
Manchester,420,House share,M40,"16/04/2023",0,0,0,Furnished,Don't mind,Male,"18","29",1885
Manchester,425,House share,M28,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","65",1886
Manchester,330,Flat share,M14,"01/05/2023",15,6,0,Furnished,Professional,No preference,"25","35",1789
Manchester,500,Flat share,M20,"01/06/2023",46,6,0,Furnished,Professional,No preference,"21","28",1790
Manchester,550,House share,M41,"01/05/2023",15,6,0,Furnished,Don't mind,Female,"26",,1791
Manchester,525,House share,M8,"16/04/2023",0,0,3,Furnished,Professional,No preference,"18","60",1891
Manchester,750,House share,M19,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,"21","65",1893
Manchester,725,Flat share,M4,"01/05/2023",15,4,0,Furnished,Professional,No preference,"27","68",1794
Manchester,650,House share,M27,"16/04/2023",0,6,0,Furnished,Don't mind,Female,"22","48",1894
Manchester,600,Flat rent,M50,"20/04/2023",4,5,18,Furnished,Student,No preference,,,1796
Manchester,600,Flat share,M4,"05/05/2023",19,12,0,Furnished,Professional,Male,"20","27",1797
Manchester,620,Flat share,M6,"16/04/2023",0,6,12,Furnished,Professional,No preference,"18",,1896
Manchester,550,Shared property,M32,"16/04/2023",0,6,0,Furnished,Professional,No preference,"18","60",1897
Manchester,700,House share,M50,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"19","33",1899
Manchester,600,Flat share,M5,"16/04/2023",0,4,0,Furnished,Don't mind,No preference,,,1900
Manchester,540,Flat rent,M4,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1804
Manchester,540,House share,M21,"19/04/2023",3,6,0,Furnished,Professional,No preference,"25","45",1803
Manchester,660,Flat share,M5,"25/06/2023",70,12,12,Furnished,Don't mind,No preference,"20","30",1805
Manchester,800,House share,M33,"17/04/2023",1,0,0,Furnished,Don't mind,No preference,,,1807
Manchester,500,House share,M21,"16/04/2023",0,6,0,Unfurnished,Professional,No preference,"30","38",1806
Manchester,650,Flat share,M5,"01/07/2023",76,0,3,Furnished,Don't mind,No preference,"22","35",1810
Manchester,390,House share,M20,"16/04/2023",0,4,4,Furnished,Student,No preference,,,1809
Manchester,515,House share,M7,"16/04/2023",0,6,0,Furnished,Professional,No preference,"23",,1814
Manchester,700,Flat share,M1,"16/04/2023",0,6,6,Furnished,Professional,No preference,"23","30",1820
Manchester,500,Flat share,M34,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1822
Manchester,500,Flat share,M24,"16/04/2023",0,1,0,Unfurnished,Don't mind,No preference,"18","51",1823
Manchester,450,House share,M20,"16/04/2023",0,2,2,Furnished,Don't mind,No preference,,,1824
Manchester,395,House share,M8,"16/04/2023",0,12,36,Furnished,Don't mind,Female,"18","63",1827
Manchester,525,House share,M20,"01/05/2023",15,8,0,Furnished,Professional,No preference,,"32",1819
Manchester,450,House share,M9,"16/04/2023",0,0,0,Furnished,Don't mind,Female,,,1830
Manchester,375,House share,M14,"16/04/2023",0,5,12,Furnished,Professional,No preference,"23","39",1831
Manchester,490,Flat share,M15,"17/04/2023",1,3,0,Furnished,Don't mind,No preference,"20","30",1826
Manchester,600,House share,M6,"16/04/2023",0,6,12,Furnished,Don't mind,Female,"20","33",1837
Manchester,500,Flat share,M50,"16/04/2023",0,0,6,Furnished,Professional,No preference,"21",,1839
Manchester,700,House share,M30,"16/04/2023",0,1,3,Furnished,Professional,No preference,"30","60",1840
Manchester,475,House share,M5,"01/05/2023",15,2,0,Furnished,Don't mind,No preference,"18","65",1833
Manchester,475,Flat rent,M1,"30/04/2023",14,0,0,Furnished,Don't mind,No preference,,,1834
Manchester,600,Flat share,M5,"01/05/2023",15,6,6,Furnished,Professional,No preference,"20","29",1835
Manchester,550,Flat share,M50,"21/05/2023",35,12,0,Furnished,Professional,Female,"24","29",1836
Manchester,715,House share,M13,"25/05/2023",39,0,0,Furnished,Don't mind,No preference,"18","30",1838
Manchester,825,Flat share,M1,"08/05/2023",22,6,6,Furnished,Professional,Female,"22","28",1842
Manchester,550,House share,M14,"16/04/2023",0,1,3,Furnished,Don't mind,No preference,,"38",1841
Manchester,650,Flat share,M3,"16/04/2023",0,12,24,Furnished,Professional,No preference,"24","30",1843
Manchester,600,House share,M40,"16/04/2023",0,12,0,Unfurnished,Don't mind,Female,"25",,1902
Manchester,550,House share,M16,"16/04/2023",0,6,0,Furnished,Professional,Female,"28",,1930
Manchester,475,Flat share,M4,"16/04/2023",0,4,0,Furnished,Professional,Female,"24",,1931
Manchester,620,Shared property,M8,"16/04/2023",0,3,0,Furnished,Professional,No preference,"26",,1936
Manchester,900,Flat share,M16,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1938
Manchester,400,Flat share,M14,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1939
Manchester,700,House share,M8,"16/04/2023",0,1,0,Furnished,Professional,No preference,,,1940
Manchester,725,Flat share,M15,"01/06/2023",46,6,0,Furnished,Don't mind,Female,"18","65",1855
Manchester,700,Flat share,M5,"01/08/2023",107,2,6,Furnished,Professional,No preference,"25","44",1856
Manchester,750,Flat share,M4,"02/06/2023",47,6,12,Unfurnished,Professional,No preference,"24","35",1857
Manchester,495,House share,M14,"01/08/2023",107,12,12,Furnished,Professional,Female,"22","55",1859
Manchester,500,House share,M19,"01/05/2023",15,6,12,Furnished,Don't mind,No preference,"18","50",1861
Manchester,625,Flat share,M3,"05/05/2023",19,6,0,Furnished,Don't mind,Female,,,1862
Manchester,499,House share,M14,"16/04/2023",0,3,0,Furnished,Don't mind,Female,,,1853
Manchester,525,Flat share,M1,"03/05/2023",17,0,3,Furnished,Don't mind,No preference,"19","24",1869
Manchester,525,Flat rent,M21,"27/04/2023",11,6,0,Part Furnished,Professional,No preference,,,1870
Manchester,620,House share,M28,"03/05/2023",17,0,6,Furnished,Don't mind,No preference,"20","40",1871
Manchester,450,House share,M23,"16/04/2023",0,0,0,Furnished,Don't mind,Female,,,1854
Manchester,450,Flat share,M20,"01/08/2023",107,12,0,Furnished,Don't mind,No preference,,,1873
Manchester,350,Shared property,M9,"16/04/2023",0,1,0,Furnished,Don't mind,No preference,"18",,1858
Manchester,700,House share,M19,"16/04/2023",0,6,0,Furnished,Professional,No preference,"22","35",1860
Manchester,750,House share,M40,"16/04/2023",0,6,0,Furnished,Professional,No preference,,,1863
Manchester,780,House share,M13,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"18","65",1864
Manchester,900,Flat share,M15,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"21","35",1865
Manchester,480,Flat share,M13,"16/04/2023",0,1,2,Furnished,Don't mind,No preference,,,1866
Manchester,525,Flat share,M4,"12/05/2023",26,6,0,Furnished,Don't mind,Female,"23","28",1880
Manchester,600,Flat share,M22,"16/04/2023",0,1,0,Furnished,Don't mind,Male,,,1867
Manchester,600,House share,M16,"16/04/2023",0,6,0,Furnished,Professional,No preference,"21",,1942
Manchester,550,Flat share,M50,"16/04/2023",0,6,0,Furnished,Professional,No preference,"20",,1943
Manchester,700,House share,M20,"16/04/2023",0,0,0,Furnished,Professional,Male,"25","99",1946
Manchester,500,Flat share,M15,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1948
Manchester,1250,Flat share,M15,"16/04/2023",0,0,2,Furnished,Don't mind,No preference,,,1949
Manchester,400,House share,M5,"23/08/2023",129,12,12,Furnished,Professional,No preference,"21","35",1887
Manchester,470,House share,M16,"23/04/2023",7,3,0,Furnished,Professional,Female,"22","45",1888
Manchester,488,Flat share,M15,"28/04/2023",12,0,0,Furnished,Don't mind,No preference,"18","60",1889
Manchester,645,Flat share,M3,"19/04/2023",3,5,0,Furnished,Don't mind,No preference,,,1890
Manchester,375,House share,M5,"16/04/2023",0,12,0,Furnished,Professional,No preference,"21","65",1983
Manchester,455,House share,M21,"02/05/2023",16,12,0,Furnished,Professional,Female,"25","30",1892
Manchester,800,House share,M21,"16/04/2023",0,0,3,Furnished,Professional,No preference,"25","60",1985
Manchester,700,Flat rent,M6,"16/04/2023",0,3,6,Part Furnished,Don't mind,No preference,,,1987
Manchester,625,House share,M40,"16/04/2023",0,0,0,Furnished,Don't mind,Male,"18","65",1988
Manchester,450,House share,M7,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,"18","65",1992
Manchester,600,House share,M23,"16/04/2023",0,6,0,Furnished,Professional,Female,"25",,1993
Manchester,695,House share,M20,"01/05/2023",15,6,0,Furnished,Professional,Female,"21","29",1898
Manchester,1050,Flat share,M15,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"20","65",1999
Manchester,595,Flat rent,M50,"16/04/2023",0,0,0,Furnished,Student,No preference,,,2001
Manchester,576,Flat share,M15,"30/04/2023",14,0,0,Unfurnished,Don't mind,No preference,,,1901
Manchester,595,Flat rent,M4,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,2002
Manchester,312,Flat share,M14,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,2003
Manchester,380,Flat share,M12,"31/05/2023",45,6,0,Furnished,Don't mind,No preference,,,1904
Manchester,400,House share,M6,"25/04/2023",9,6,0,Furnished,Don't mind,No preference,"19","55",1905
Manchester,1100,House share,M20,"01/05/2023",15,1,2,Furnished,Don't mind,No preference,,,1907
Manchester,550,House share,M12,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1906
Manchester,650,Flat share,M4,"09/05/2023",23,10,10,Furnished,Don't mind,No preference,,,1909
Manchester,850,House share,M11,"16/04/2023",0,0,2,Furnished,Don't mind,No preference,"21","60",1910
Manchester,750,Flat share,M4,"16/04/2023",0,6,0,Furnished,Don't mind,Female,"30",,1911
Manchester,550,House share,M27,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,1912
Manchester,662,Flat share,M3,"14/05/2023",28,12,0,Furnished,Professional,No preference,,,1923
Manchester,650,Flat share,M5,"20/05/2023",34,12,0,Furnished,Professional,No preference,,,1924
Manchester,525,Flat share,M3,"04/05/2023",18,0,0,Furnished,Professional,No preference,"25","40",1926
Manchester,662,Flat share,M3,"12/05/2023",26,12,0,Furnished,Don't mind,No preference,"21","30",1928
Manchester,650,House share,M21,"16/04/2023",0,0,12,Furnished,Don't mind,No preference,"22","29",1913
Manchester,600,House share,M19,"16/04/2023",0,0,0,Furnished,Don't mind,Female,"18","65",1916
Manchester,525,Flat share,M3,"24/04/2023",8,12,0,Furnished,Professional,Female,"24","30",1932
Manchester,775,Flat share,M15,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"21","40",1917
Manchester,600,Flat share,M3,"05/06/2023",50,12,0,Furnished,Professional,Male,"23","40",1934
Manchester,500,House share,M7,"16/04/2023",0,0,0,Furnished,Don't mind,Female,"20","40",1919
Manchester,650,Flat share,M5,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1920
Manchester,484,House share,M4,"23/04/2023",7,6,12,Furnished,Professional,No preference,"28","32",1937
Manchester,400,House share,M19,"16/04/2023",0,6,0,Furnished,Don't mind,Female,"21","40",1921
Manchester,630,Flat share,M50,"16/04/2023",0,1,2,Furnished,Don't mind,No preference,"22",,1922
Manchester,760,Flat share,M1,"16/04/2023",0,0,0,Furnished,Student,No preference,,,1925
Manchester,399,Flat share,M7,"16/04/2023",0,0,0,Furnished,Professional,No preference,,,1927
Manchester,500,Flat share,M38,"16/04/2023",0,0,4,Unfurnished,Don't mind,No preference,"18","40",1929
Manchester,495,House share,M40,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,"20","30",2004
Manchester,795,Flat share,M3,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","40",2006
Manchester,600,Shared property,M13,"16/04/2023",0,6,0,Furnished,Professional,Female,,,2007
Manchester,500,Flat share,M14,"16/04/2023",0,4,4,Furnished,Don't mind,No preference,,,2027
Manchester,650,House share,M45,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,"21",,2031
Manchester,675,House share,M28,"16/04/2023",0,0,0,Furnished,Professional,No preference,,,2034
Manchester,600,House share,M31,"16/04/2023",0,0,0,Furnished,Professional,No preference,,,2035
Manchester,790,Flat share,M5,"21/04/2023",5,2,0,Furnished,Don't mind,No preference,,,1950
Manchester,800,Flat share,M15,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"21","30",2036
Manchester,460,House share,M14,"16/04/2023",0,0,0,Furnished,Don't mind,Female,"18","65",2037
Manchester,400,House share,M5,"22/05/2023",36,6,0,Furnished,Don't mind,No preference,"18","27",1953
Manchester,410,Flat share,M4,"29/05/2023",43,6,0,Furnished,Professional,No preference,"26","45",1954
Manchester,695,Flat share,M15,"16/04/2023",0,0,0,Furnished,Professional,Female,"25","40",2038
Manchester,650,Flat share,M22,"16/04/2023",0,3,0,Furnished,Professional,No preference,,,1959
Manchester,800,Flat share,M3,"16/04/2023",0,0,2,Furnished,Don't mind,No preference,,,1961
Manchester,575,House share,M35,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,"30",,1966
Manchester,630,Flat share,M1,"11/05/2023",25,12,0,Furnished,Professional,No preference,"22","34",1960
Manchester,800,Flat rent,M13,"03/06/2023",48,3,36,Furnished,Don't mind,No preference,,,1962
Manchester,775,Flat share,M4,"07/06/2023",52,6,12,Furnished,Professional,No preference,"25","36",1963
Manchester,775,Flat rent,M1,"23/06/2023",68,0,0,Furnished,Don't mind,No preference,,,1964
Manchester,600,Flat share,M19,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","50",1967
Manchester,465,Flat share,M4,"21/04/2023",5,6,0,Furnished,Professional,No preference,,,1969
Manchester,950,Flat share,M1,"01/06/2023",46,12,0,Furnished,Professional,No preference,"18","65",1970
Manchester,360,House share,M40,"01/07/2023",76,6,36,Furnished,Don't mind,No preference,"18","35",1971
Manchester,632,House share,M20,"01/07/2023",76,6,0,Furnished,Don't mind,Female,"22","29",1972
Manchester,675,Flat rent,M1,"23/06/2023",68,2,3,Furnished,Student,No preference,,,1974
Manchester,500,House share,M24,"16/04/2023",0,1,0,Furnished,Don't mind,No preference,,,1968
Manchester,575,House share,M27,"01/05/2023",15,3,0,Furnished,Professional,Female,"27","40",1979
Manchester,599,House share,M6,"23/04/2023",7,6,12,Furnished,Student,No preference,"19","65",1980
Manchester,675,House share,M6,"16/04/2023",0,6,11,Furnished,Professional,Female,"25","45",1973
Manchester,399,House share,M11,"04/06/2023",49,3,12,Furnished,Don't mind,Female,"18","64",1984
Manchester,950,Flat share,M1,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","65",1975
Manchester,700,Flat share,M3,"15/05/2023",29,12,0,Furnished,Professional,No preference,,,1986
Manchester,500,Flat share,M20,"16/04/2023",0,2,4,Furnished,Don't mind,No preference,,"35",1976
Manchester,1000,Flat share,M4,"16/04/2023",0,3,6,Furnished,Don't mind,No preference,"18","35",1978
Manchester,487,Flat share,M16,"16/04/2023",0,4,0,Furnished,Don't mind,Female,"23",,1981
Manchester,800,House share,M32,"30/04/2023",14,0,0,Furnished,Don't mind,Female,"18",,1990
Manchester,600,Flat share,M50,"16/04/2023",0,4,0,Furnished,Don't mind,No preference,"19","39",1982
Manchester,750,Flat share,M3,"16/04/2023",0,1,1,Furnished,Professional,No preference,"20","38",2039
Manchester,585,House share,M14,"16/04/2023",0,4,4,Furnished,Student,No preference,"19","22",2040
Manchester,585,House share,M6,"20/04/2023",4,5,0,Furnished,Don't mind,Female,,,1994
Manchester,741,Flat share,M4,"16/04/2023",0,12,12,Furnished,Professional,No preference,"22","35",2041
Manchester,800,Flat share,M35,"16/04/2023",0,0,0,Unfurnished,Don't mind,No preference,"18",,2046
Manchester,750,House share,M13,"16/04/2023",0,12,24,Furnished,Don't mind,Female,,,2053
Manchester,400,House share,M22,"16/04/2023",0,0,0,Unfurnished,Don't mind,No preference,"18","65",2054
Manchester,480,House rent,M5,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,2056
Manchester,595,House share,M6,"05/06/2023",50,0,0,Furnished,Don't mind,Female,"24","34",2000
Manchester,650,House share,M25,"02/05/2023",16,6,0,Furnished,Professional,No preference,"21","39",2005
Manchester,700,House share,M34,"16/04/2023",0,3,12,Furnished,Professional,No preference,"21","50",2008
Manchester,525,Flat share,M13,"16/04/2023",0,0,0,Furnished,Don't mind,Female,,,2009
Manchester,902,Flat share,M1,"28/04/2023",12,6,0,Furnished,Don't mind,No preference,,,2016
Manchester,500,Flat share,M21,"19/04/2023",3,0,0,Furnished,Professional,No preference,"24",,2021
Manchester,730,Flat share,M4,"01/05/2023",15,5,5,Furnished,Professional,Female,"22","30",2025
Manchester,625,Flat share,M1,"16/04/2023",0,6,0,Furnished,Professional,Male,"23","30",2010
Manchester,200,House share,M43,"20/04/2023",4,6,0,Furnished,Don't mind,Female,"22","38",2028
Manchester,700,House share,M14,"01/05/2023",15,4,0,Furnished,Don't mind,No preference,"21","25",2029
Manchester,795,Flat share,M3,"16/04/2023",0,0,0,Furnished,Don't mind,Female,,,2011
Manchester,340,House share,M20,"16/04/2023",0,12,0,Furnished,Don't mind,No preference,"23","35",2012
Manchester,600,Flat share,M1,"01/05/2023",15,6,0,Furnished,Professional,No preference,"30","40",2032
Manchester,725,Flat share,M3,"27/06/2023",72,12,0,Furnished,Professional,Female,"24","30",2033
Manchester,625,House share,M34,"16/04/2023",0,2,2,Furnished,Don't mind,No preference,,,2013
Manchester,475,House share,M18,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,2017
Manchester,600,Flat share,M50,"16/04/2023",0,0,9,Furnished,Don't mind,No preference,,,2018
Manchester,810,Flat share,M1,"16/04/2023",0,6,6,Furnished,Professional,No preference,"25","40",2019
Manchester,450,House share,M5,"16/04/2023",0,0,4,Furnished,Don't mind,No preference,"18",,2020
Manchester,625,Flat share,M3,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"22","30",2022
Manchester,595,House share,M14,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"18",,2023
Manchester,550,House share,M14,"16/04/2023",0,0,12,Furnished,Don't mind,Female,"28",,2024
Manchester,650,House share,M9,"16/04/2023",0,6,0,Furnished,Professional,No preference,"18","65",2026
Manchester,520,House share,M7,"01/09/2023",138,12,12,Furnished,Don't mind,No preference,"18",,2044
Manchester,600,Flat share,M5,"15/08/2023",121,12,0,Furnished,Professional,No preference,"23","29",2050
Manchester,480,Flat share,M15,"25/06/2023",70,12,0,Furnished,Professional,Female,"21","30",2055
Manchester,519.60,House share,M15,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1069
Manchester,562.90,Flat share,M1,"16/04/2023",0,3,5,Furnished,Don't mind,Female,"18","27",1073
Manchester,649.50,Flat share,M14,"16/04/2023",0,2,0,Furnished,Don't mind,No preference,"24","40",1094
Manchester,658.16,Shared property,M27,"16/04/2023",0,12,0,Furnished,Professional,No preference,"19","99",1143
Manchester,671.15,House share,M28,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","65",1148
Manchester,541.25,House share,M16,"16/04/2023",0,12,0,Furnished,Professional,No preference,"18",,1150
Manchester,519.60,Flat share,M14,"16/04/2023",0,4,4,Furnished,Student,No preference,,,1152
Manchester,801.05,House share,M19,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","99",1155
Manchester,736.10,House share,M14,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","99",1156
Manchester,866.00,House share,M14,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","28",1157
Manchester,866.00,House share,M14,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","28",1158
Manchester,866.00,House share,M14,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","99",1159
Manchester,649.50,Shared property,M27,"16/04/2023",0,6,0,Furnished,Professional,No preference,"25","50",1160
Manchester,866.00,Flat share,M4,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,"50",1184
Manchester,433.00,House share,M22,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1197
Manchester,476.30,House share,M30,"16/04/2023",0,6,0,Furnished,Professional,No preference,"25",,1231
Manchester,757.75,House share,M6,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1260
Manchester,649.50,House share,M22,"16/04/2023",0,0,0,Furnished,Professional,Male,"18","65",1281
Manchester,519.60,House share,M16,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"19",,1292
Manchester,991.57,Flat share,M15,"01/06/2023",46,2,3,Furnished,Student,No preference,,,1055
Manchester,381.04,House share,M14,"01/07/2023",76,6,12,Furnished,Student,No preference,"18","25",1056
Manchester,627.85,Flat share,M18,"14/05/2023",28,6,0,Furnished,Professional,No preference,,,1059
Manchester,627.85,Flat rent,M15,"13/05/2023",27,3,4,Furnished,Don't mind,No preference,"18","65",1060
Manchester,736.10,House share,M13,"10/05/2023",24,1,0,Furnished,Don't mind,No preference,,,1062
Manchester,549.91,Flat rent,M15,"16/04/2023",0,0,4,Furnished,Don't mind,No preference,,,1302
Manchester,649.50,Flat share,M22,"16/04/2023",0,0,0,Furnished,Professional,No preference,"23","55",1321
Manchester,658.16,Flat share,M1,"09/09/2023",146,0,0,Furnished,Student,No preference,,,1078
Manchester,584.55,House share,M13,"20/07/2023",95,11,12,Furnished,Student,Female,"18","35",1092
Manchester,497.95,House share,M35,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1341
Manchester,995.90,Flat share,M1,"10/06/2023",55,0,3,Furnished,Don't mind,No preference,,,1097
Manchester,995.90,House rent,M19,"12/05/2023",26,6,0,Part Furnished,Professional,No preference,,,1098
Manchester,1299.00,House share,M19,"19/05/2023",33,0,3,Furnished,Don't mind,No preference,"24",,1104
Manchester,731.77,Flat share,M14,"16/06/2023",61,0,3,Furnished,Student,No preference,,,1120
Manchester,584.55,Flat share,M14,"01/07/2023",76,12,0,Furnished,Don't mind,No preference,"18","99",1132
Manchester,736.10,House share,M14,"01/07/2023",76,0,12,Furnished,Student,No preference,"18",,1136
Manchester,736.10,House rent,M14,"01/07/2023",76,0,12,Unfurnished,Don't mind,No preference,,,1137
Manchester,476.30,House share,M14,"01/07/2023",76,10,0,Furnished,Don't mind,No preference,"18","46",1139
Manchester,476.30,House rent,M14,"30/06/2023",75,6,0,Part Furnished,Don't mind,No preference,,,1140
Manchester,497.95,Flat share,M15,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1360
