"location","price","property_type","postal_code","available","till_move_in_day","minimum_term","maximum_term","furnishings","occupation","gender","min_age","max_age","property_id"
Manchester,350,Flat share,M19,"06/05/2023",20,0,2,Furnished,Don't mind,No preference,,,1375
Manchester,540,House share,M14,"16/04/2023",0,1,3,Furnished,Don't mind,No preference,,,1483
Manchester,700,Flat share,M15,"23/04/2023",7,1,6,Furnished,Professional,Female,"23","31",1377
Manchester,550,House share,M20,"16/04/2023",0,1,3,Furnished,Don't mind,No preference,,,1484
Manchester,450,Flat share,M5,"18/04/2023",2,1,0,Furnished,Professional,Female,"18","45",1379
Manchester,470,House share,M22,"16/04/2023",0,1,3,Furnished,Don't mind,No preference,"20","45",1487
Manchester,785,Flat share,M4,"30/04/2023",14,12,0,Furnished,Don't mind,No preference,"21","40",1381
Manchester,495,House share,M6,"16/04/2023",0,6,0,Furnished,Professional,No preference,"20","45",1491
Manchester,650,House share,M8,"10/05/2023",24,3,0,Furnished,Don't mind,Female,"18","26",1383
Manchester,650,Flat rent,M4,"01/05/2023",15,12,0,Part Furnished,Professional,No preference,,,1384
Manchester,695,Flat share,M14,"16/04/2023",0,6,0,Furnished,Professional,Female,"19","39",1492
Manchester,675,Flat rent,M14,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1525
Manchester,650,Flat share,M28,"17/04/2023",1,0,3,Furnished,Don't mind,No preference,,,1387
Manchester,500,Flat share,M3,"03/07/2023",78,0,0,Furnished,Professional,No preference,"25","65",1388
Manchester,563,Flat share,M3,"22/05/2023",36,0,0,Furnished,Professional,No preference,,,1389
Manchester,575,Flat share,M3,"15/05/2023",29,3,0,Furnished,Professional,No preference,"25","40",1390
Manchester,400,Flat share,M14,"01/06/2023",46,2,2,Unfurnished,Don't mind,No preference,,,1391
Manchester,650,Flat share,M6,"22/04/2023",6,0,0,Furnished,Professional,No preference,"25","40",1392
Manchester,595,House share,M14,"12/05/2023",26,0,0,Furnished,Don't mind,No preference,,,1393
Manchester,397,Flat share,M15,"12/05/2023",26,6,0,Furnished,Professional,Female,"22","35",1398
Manchester,700,House share,M27,"16/04/2023",0,2,0,Furnished,Don't mind,No preference,"22","35",1394
Manchester,437,Flat share,M20,"01/06/2023",46,7,0,Furnished,Professional,Female,"23",,1400
Manchester,437,Flat rent,M14,"23/04/2023",7,1,4,Furnished,Student,No preference,,,1401
Manchester,700,Flat share,M5,"02/06/2023",47,6,0,Furnished,Professional,Female,"22","32",1402
Manchester,650,House share,M30,"01/05/2023",15,0,3,Furnished,Professional,No preference,"18","36",1403
Manchester,650,Flat rent,M16,"22/04/2023",6,4,5,Furnished,Professional,No preference,,,1404
Manchester,1000,Flat share,M3,"08/05/2023",22,2,2,Furnished,Don't mind,Female,"18","50",1407
Manchester,618,House share,M30,"06/05/2023",20,9,0,Furnished,Don't mind,No preference,"18","65",1408
Manchester,500,Flat share,M1,"26/04/2023",10,0,0,Furnished,Don't mind,Female,,,1409
Manchester,800,Flat share,M5,"11/06/2023",56,12,12,Furnished,Don't mind,Female,"21","32",1410
Manchester,500,Flat share,M30,"16/04/2023",0,0,0,Furnished,Don't mind,Female,,,1395
Manchester,500,Flat rent,M4,"16/04/2023",0,1,3,Furnished,Professional,No preference,,,1396
Manchester,708,Flat share,M3,"04/08/2023",110,0,0,Furnished,Professional,No preference,"18","35",1415
Manchester,775,Flat share,M4,"24/05/2023",38,6,0,Furnished,Don't mind,No preference,,,1416
Manchester,775,House rent,M6,"28/04/2023",12,6,12,Part Furnished,Don't mind,No preference,,,1418
Manchester,650,House share,M6,"01/05/2023",15,3,0,Furnished,Don't mind,No preference,,,1419
Manchester,500,House rent,M5,"16/04/2023",0,12,0,Unfurnished,Don't mind,No preference,,,1397
Manchester,725,House share,M32,"01/05/2023",15,6,0,Furnished,Don't mind,No preference,"23","38",1421
Manchester,470,Shared property,M32,"16/04/2023",0,0,6,Unfurnished,Don't mind,No preference,"22",,1405
Manchester,550,House share,M16,"01/06/2023",46,3,0,Furnished,Don't mind,No preference,"25","50",1423
Manchester,650,Flat share,M32,"17/04/2023",1,6,0,Furnished,Don't mind,No preference,"18",,1424
Manchester,500,House share,M30,"16/04/2023",0,6,0,Furnished,Don't mind,Female,"27","65",1406
Manchester,520,House share,M6,"01/05/2023",15,12,0,Furnished,Professional,Male,,,1426
Manchester,625,Flat share,M15,"30/04/2023",14,0,0,Furnished,Don't mind,No preference,"23","35",1427
Manchester,700,Flat share,M14,"12/06/2023",57,4,0,Furnished,Don't mind,No preference,"22","40",1428
Manchester,473,Flat share,M16,"07/08/2023",113,7,0,Furnished,Student,Female,,,1429
Manchester,700,Flat share,M3,"01/05/2023",15,0,0,Furnished,Professional,No preference,"22","42",1430
Manchester,750,Flat share,M19,"16/04/2023",0,0,0,Furnished,Professional,No preference,"25","45",1411
Manchester,650,House share,M26,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"21","35",1414
Manchester,775,House rent,M6,"16/04/2023",0,6,6,Unfurnished,Don't mind,No preference,,,1417
Manchester,400,Flat share,M6,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,"22","35",1529
Manchester,550,House share,M15,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"18","45",1533
Manchester,550,Flat share,M5,"16/04/2023",0,9,0,Furnished,Professional,Male,"28","48",1536
Manchester,591,Flat share,M5,"29/05/2023",43,6,0,Furnished,Don't mind,No preference,"18","28",1437
Manchester,600,Flat share,M4,"10/06/2023",55,12,0,Unfurnished,Professional,No preference,"22","29",1438
Manchester,540,Flat share,M21,"08/05/2023",22,6,0,Furnished,Professional,Female,"24","32",1439
Manchester,480,Flat share,M13,"16/04/2023",0,6,0,Furnished,Don't mind,Female,"19","45",1537
Manchester,400,Flat share,M15,"21/05/2023",35,0,0,Furnished,Don't mind,No preference,,,1441
Manchester,400,Flat rent,M14,"25/04/2023",9,4,4,Furnished,Don't mind,No preference,,,1442
Manchester,575,Flat share,M3,"16/04/2023",0,0,0,Furnished,Professional,No preference,"25",,1538
Manchester,300,House share,M8,"16/04/2023",0,1,0,Unfurnished,Don't mind,No preference,,,1445
Manchester,437,Flat share,M16,"30/04/2023",14,5,12,Furnished,Student,Female,"18","28",1444
Manchester,850,House share,M6,"16/04/2023",0,1,6,Furnished,Don't mind,No preference,"18","65",1447
Manchester,480,House share,M21,"01/06/2023",46,0,0,Furnished,Don't mind,No preference,"21","29",1448
Manchester,500,House share,M14,"01/07/2023",76,12,12,Furnished,Don't mind,No preference,,,1450
Manchester,500,House share,M15,"16/04/2023",0,1,6,Furnished,Don't mind,No preference,"23","50",1449
Manchester,468,House share,M14,"16/04/2023",0,0,5,Furnished,Professional,No preference,"18","30",1451
Manchester,450,House share,M16,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1452
Manchester,700,House share,M6,"01/06/2023",46,2,0,Furnished,Don't mind,Female,"28","45",1456
Manchester,650,House share,M8,"20/04/2023",4,3,0,Furnished,Professional,No preference,"27","40",1457
Manchester,600,House share,M21,"16/04/2023",0,3,0,Furnished,Don't mind,Male,"18","70",1539
Manchester,950,Flat share,M50,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"18",,1540
Manchester,676,Flat share,M3,"01/06/2023",46,6,6,Furnished,Professional,Male,"23","36",1460
Manchester,450,House share,M8,"01/05/2023",15,3,0,Furnished,Don't mind,Female,,,1461
Manchester,375,Flat share,M15,"21/06/2023",66,6,0,Furnished,Professional,Female,"23","30",1462
Manchester,500,House share,M41,"16/04/2023",0,6,0,Furnished,Professional,No preference,,,1544
Manchester,415,House share,M7,"01/05/2023",15,12,0,Furnished,Professional,No preference,"26","99",1464
Manchester,700,House share,M21,"16/04/2023",0,0,0,Furnished,Professional,Female,"30","99",1564
Manchester,300,House share,M24,"30/04/2023",14,3,0,Furnished,Don't mind,Female,"22","35",1466
Manchester,800,House share,M40,"16/04/2023",0,0,0,Furnished,Professional,No preference,"28","40",1565
Manchester,500,House share,M6,"01/06/2023",46,1,2,Furnished,Don't mind,Female,"18","25",1468
Manchester,600,House share,M45,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1570
Manchester,650,Flat share,M8,"16/04/2023",0,5,0,Furnished,Don't mind,Female,"19","25",1571
Manchester,850,House share,M12,"16/04/2023",0,1,0,Furnished,Don't mind,No preference,"21",,1576
Manchester,900,Flat share,M3,"01/05/2023",15,12,0,Furnished,Professional,Female,"24","33",1472
Manchester,435,House share,M9,"20/04/2023",4,6,0,Furnished,Professional,Female,"21","31",1473
Manchester,850,House rent,M14,"16/04/2023",0,3,12,Furnished,Don't mind,No preference,,,1577
Manchester,600,Flat share,M5,"16/04/2023",0,3,0,Furnished,Don't mind,Female,"18","28",1580
Manchester,650,Flat rent,M1,"14/06/2023",59,1,2,Furnished,Professional,No preference,,,1476
Manchester,350,House share,M16,"30/05/2023",44,3,0,Furnished,Professional,No preference,"20","38",1477
Manchester,475,House share,M28,"16/04/2023",0,6,0,Furnished,Professional,No preference,"30",,1582
Manchester,475,Flat share,M14,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"19","46",1583
Manchester,600,House share,M23,"16/04/2023",0,1,0,Furnished,Professional,No preference,"35",,1585
Manchester,550,House share,M20,"04/05/2023",18,12,0,Furnished,Professional,No preference,"22","34",1481
Manchester,695,House share,M32,"16/04/2023",0,0,0,Furnished,Professional,No preference,"21","35",1587
Manchester,500,House share,M16,"16/04/2023",0,0,3,Furnished,Don't mind,No preference,,,1589
Manchester,700,Flat share,M30,"16/04/2023",0,6,6,Furnished,Don't mind,Female,"18","40",1591
Manchester,850,Flat share,M15,"17/06/2023",62,12,0,Furnished,Don't mind,Female,"20","30",1485
Manchester,580,Flat share,M4,"06/05/2023",20,12,0,Unfurnished,Don't mind,No preference,"22","29",1486
Manchester,697,Flat share,M5,"16/04/2023",0,12,12,Furnished,Don't mind,No preference,"20","24",1616
Manchester,288,House share,M34,"17/04/2023",1,0,0,Furnished,Professional,No preference,"30","99",1488
Manchester,625,House share,M33,"15/05/2023",29,6,0,Furnished,Professional,No preference,,,1489
Manchester,700,House share,M14,"30/04/2023",14,6,0,Furnished,Don't mind,No preference,"18","40",1490
Manchester,495,House share,M21,"16/04/2023",0,0,0,Furnished,Professional,Female,"27",,1618
Manchester,630,Flat share,M1,"16/04/2023",0,0,12,Furnished,Don't mind,No preference,,,1620
Manchester,575,House share,M21,"06/05/2023",20,6,0,Furnished,Professional,No preference,"18","39",1493
Manchester,550,Flat share,M3,"15/07/2023",90,6,12,Furnished,Professional,No preference,"21","30",1498
Manchester,520,Flat share,M3,"21/05/2023",35,6,0,Furnished,Don't mind,No preference,"20","30",1499
Manchester,695,Flat share,M5,"16/04/2023",0,3,0,Furnished,Professional,No preference,"21",,1494
Manchester,595,Flat share,M1,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,"18","36",1495
Manchester,500,Flat share,M15,"17/04/2023",1,11,0,Furnished,Professional,No preference,"21","36",1505
Manchester,650,Flat share,M1,"07/05/2023",21,0,0,Furnished,Professional,Male,"24","30",1506
Manchester,550,Flat share,M3,"01/05/2023",15,5,0,Furnished,Professional,Female,"23","29",1507
Manchester,625,Flat share,M5,"27/05/2023",41,6,0,Furnished,Don't mind,No preference,,,1508
Manchester,800,Flat share,M3,"16/04/2023",0,0,6,Furnished,Don't mind,No preference,,,1496
Manchester,425,Flat share,M16,"01/06/2023",46,3,0,Furnished,Student,Male,"18",,1512
Manchester,500,House share,M6,"16/04/2023",0,0,0,Furnished,Professional,No preference,,,1497
Manchester,520,Flat rent,M14,"16/04/2023",0,7,7,Furnished,Don't mind,No preference,,,1500
Manchester,575,House share,M20,"01/05/2023",15,9,0,Furnished,Don't mind,No preference,,,1515
Manchester,475,House share,M20,"01/06/2023",46,12,0,Furnished,Professional,No preference,"23","29",1516
Manchester,450,Flat share,M4,"12/06/2023",57,12,0,Furnished,Professional,No preference,"18",,1517
Manchester,550,House share,M26,"16/04/2023",0,0,0,Furnished,Don't mind,Female,"30",,1501
Manchester,476,House share,M14,"01/06/2023",46,2,2,Furnished,Don't mind,No preference,,,1522
Manchester,630,Flat share,M15,"05/06/2023",50,6,0,Furnished,Professional,Female,"22","32",1523
Manchester,675,Flat share,M15,"13/05/2023",27,0,12,Unfurnished,Don't mind,No preference,"26",,1524
Manchester,650,House share,M25,"16/04/2023",0,3,0,Furnished,Professional,Female,"20","35",1502
Manchester,470,Flat share,M13,"01/07/2023",76,12,0,Furnished,Don't mind,No preference,,"30",1526
Manchester,740,Flat share,M14,"01/07/2023",76,2,2,Furnished,Student,No preference,,,1527
Manchester,595,Flat share,M15,"27/04/2023",11,1,1,Furnished,Don't mind,No preference,"20","40",1528
Manchester,600,House share,M28,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"20","60",1510
Manchester,600,Flat rent,M5,"16/04/2023",0,6,36,Furnished,Professional,No preference,,,1511
Manchester,450,House share,M19,"16/04/2023",0,6,0,Unfurnished,Don't mind,No preference,"24","35",1518
Manchester,500,Flat share,M24,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","55",1519
Manchester,500,Flat share,M33,"16/04/2023",0,1,0,Furnished,Don't mind,Female,"25","60",1520
Manchester,525,House share,M30,"01/05/2023",15,6,0,Furnished,Professional,No preference,"21","35",1534
Manchester,450,Flat share,M6,"16/04/2023",0,5,5,Furnished,Don't mind,No preference,"18",,1622
Manchester,550,Flat share,M3,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,"40",1626
Manchester,800,Flat rent,M1,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,1628
Manchester,470,Flat share,M4,"16/04/2023",0,2,0,Furnished,Professional,Female,,,1631
Manchester,750,Flat share,M5,"16/04/2023",0,2,0,Furnished,Professional,No preference,"24","40",1633
Manchester,560,House share,M14,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1634
Manchester,550,House share,M14,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1635
Manchester,550,House share,M20,"01/05/2023",15,0,6,Furnished,Professional,No preference,"22","40",1542
Manchester,525,Flat share,M5,"01/05/2023",15,6,0,Furnished,Professional,No preference,,,1543
Manchester,550,House rent,M35,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,,,1636
Manchester,675,House share,M26,"16/04/2023",0,3,0,Furnished,Professional,Female,,,1638
Manchester,600,Flat share,M50,"09/06/2023",54,2,0,Furnished,Don't mind,No preference,,,1546
Manchester,650,Flat share,M4,"10/05/2023",24,0,0,Furnished,Don't mind,Female,,,1547
Manchester,643,Flat share,M5,"20/04/2023",4,0,0,Furnished,Don't mind,Female,"20","29",1548
Manchester,575,Flat share,M50,"07/05/2023",21,0,0,Furnished,Don't mind,No preference,,,1551
Manchester,550,Flat share,M3,"18/06/2023",63,12,0,Furnished,Student,No preference,"20","23",1552
Manchester,500,House share,M33,"16/04/2023",0,6,0,Furnished,Professional,No preference,,,1545
Manchester,750,Flat share,M5,"03/05/2023",17,1,3,Furnished,Don't mind,No preference,"19","30",1554
Manchester,800,House share,M4,"24/04/2023",8,8,0,Furnished,Don't mind,No preference,,,1557
Manchester,850,Flat share,M1,"01/05/2023",15,6,0,Furnished,Don't mind,No preference,"21","40",1559
Manchester,600,House share,M20,"30/04/2023",14,3,0,Furnished,Professional,No preference,"21","40",1560
Manchester,600,House share,M14,"16/04/2023",0,6,0,Furnished,Professional,Female,"20","50",1549
Manchester,800,House share,M35,"16/04/2023",0,0,0,Furnished,Professional,No preference,"18",,1550
Manchester,455,House share,M20,"16/04/2023",0,6,0,Furnished,Professional,Female,"24","30",1555
Manchester,600,Flat share,M8,"09/05/2023",23,4,0,Furnished,Professional,Female,"18","25",1567
Manchester,750,House share,M27,"16/04/2023",0,6,0,Furnished,Don't mind,Male,"23","50",1556
Manchester,650,Flat share,M4,"01/07/2023",76,12,0,Furnished,Professional,No preference,"23","29",1569
Manchester,550,Flat share,M5,"16/04/2023",0,2,0,Furnished,Don't mind,No preference,,,1558
Manchester,550,Flat share,M30,"16/04/2023",0,12,15,Furnished,Don't mind,No preference,"18","60",1561
Manchester,760,Flat share,M3,"31/05/2023",45,12,0,Furnished,Professional,No preference,,,1572
Manchester,525,Flat share,M4,"01/07/2023",76,12,0,Furnished,Professional,No preference,"22","30",1573
Manchester,500,House share,M14,"16/04/2023",0,6,0,Furnished,Professional,No preference,"21","35",1562
Manchester,775,Flat share,M15,"01/05/2023",15,5,5,Furnished,Professional,No preference,,,1575
Manchester,800,Flat share,M3,"16/04/2023",0,0,6,Furnished,Don't mind,No preference,,,1566
Manchester,465,Flat share,M18,"16/04/2023",0,6,0,Furnished,Don't mind,Male,,,1639
Manchester,600,House share,M30,"30/04/2023",14,6,0,Unfurnished,Professional,No preference,"30","40",1578
Manchester,600,Flat share,M23,"16/04/2023",0,6,0,Furnished,Professional,Female,,,1642
Manchester,429,House share,M24,"16/04/2023",0,6,0,Furnished,Don't mind,Female,,,1643
Manchester,575,Flat share,M5,"05/05/2023",19,6,0,Furnished,Don't mind,Female,,,1581
Manchester,695,House share,M8,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,"25","40",1644
Manchester,695,Flat share,M16,"16/04/2023",0,2,0,Unfurnished,Don't mind,No preference,,,1646
Manchester,659,Flat rent,M4,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,1672
Manchester,659,Flat rent,M1,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,1673
Manchester,450,Flat share,M20,"19/04/2023",3,0,3,Furnished,Don't mind,No preference,"23","29",1586
Manchester,600,House share,M25,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,"22","50",1676
Manchester,750,Flat share,M33,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1677
Manchester,500,Flat share,M3,"16/04/2023",0,6,0,Furnished,Professional,Male,"23","32",1679
Manchester,1300,Flat share,M15,"22/05/2023",36,0,1,Furnished,Don't mind,No preference,"20","40",1590
Manchester,800,Flat share,M14,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","45",1681
Manchester,550,Flat share,M5,"18/05/2023",32,3,0,Furnished,Professional,No preference,"23","35",1592
Manchester,550,Flat rent,M15,"05/05/2023",19,0,0,Furnished,Student,No preference,,,1593
Manchester,700,Flat share,M4,"18/04/2023",2,1,3,Furnished,Professional,No preference,,,1594
Manchester,600,Flat share,M11,"16/04/2023",0,1,11,Furnished,Professional,No preference,"25","35",1684
Manchester,750,Flat share,M4,"01/05/2023",15,0,6,Furnished,Professional,Female,"29","35",1596
Manchester,800,Flat share,M5,"11/06/2023",56,12,12,Furnished,Don't mind,Female,"21","32",1597
Manchester,525,Flat share,M3,"01/05/2023",15,0,0,Furnished,Don't mind,Female,,,1598
Manchester,400,House share,M35,"16/04/2023",0,0,6,Furnished,Don't mind,No preference,"30","50",1599
Manchester,700,Flat share,M16,"01/05/2023",15,1,6,Furnished,Don't mind,No preference,"27","37",1602
Manchester,700,Flat share,M13,"23/04/2023",7,0,3,Furnished,Don't mind,Female,,,1605
Manchester,700,Flat share,M15,"16/04/2023",0,12,0,Unfurnished,Don't mind,No preference,"20","30",1601
Manchester,600,Flat share,M4,"06/05/2023",20,3,0,Furnished,Professional,No preference,"28","50",1608
Manchester,700,House share,M13,"17/04/2023",1,3,0,Furnished,Don't mind,Female,,,1610
Manchester,600,House share,M11,"01/07/2023",76,3,0,Furnished,Professional,No preference,,"99",1612
Manchester,800,Flat share,M1,"16/04/2023",0,0,0,Unfurnished,Don't mind,Male,"18","35",1603
Manchester,463,Flat share,M3,"30/04/2023",14,0,3,Furnished,Professional,Female,,,1615
Manchester,1000,Flat share,M3,"16/04/2023",0,1,0,Furnished,Professional,No preference,"21",,1604
Manchester,525,Flat share,M5,"01/06/2023",46,0,3,Furnished,Don't mind,Female,"25","35",1617
Manchester,640,Flat share,M1,"16/04/2023",0,3,4,Furnished,Student,Male,"18",,1607
Manchester,650,House share,M25,"01/05/2023",15,6,0,Furnished,Don't mind,No preference,,"35",1619
Manchester,795,Flat share,M30,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,,,1609
Manchester,700,Flat share,M15,"27/04/2023",11,11,0,Furnished,Professional,No preference,"20","32",1621
Manchester,700,House rent,M6,"16/04/2023",0,12,0,Furnished,Professional,No preference,,,1611
Manchester,450,House share,M14,"01/06/2023",46,0,0,Furnished,Don't mind,Female,"23","29",1623
Manchester,725,House share,M45,"16/04/2023",0,6,0,Furnished,Professional,No preference,"21",,1614
Manchester,800,House share,M7,"16/04/2023",0,0,0,Furnished,Don't mind,Female,"21",,1685
Manchester,500,Flat share,M16,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1686
Manchester,800,Flat share,M5,"10/05/2023",24,4,4,Furnished,Don't mind,Female,,,1627
Manchester,699,House share,M45,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"22",,1688
Manchester,475,House share,M14,"06/06/2023",51,0,5,Furnished,Don't mind,No preference,"22","32",1629
Manchester,625,House share,M16,"01/05/2023",15,0,12,Furnished,Professional,No preference,,,1630
Manchester,1200,Flat share,M5,"16/04/2023",0,1,3,Furnished,Don't mind,No preference,"18","99",1690
Manchester,450,House share,M14,"11/05/2023",25,1,3,Furnished,Don't mind,Female,"18","40",1632
Manchester,850,Flat share,M5,"16/04/2023",0,0,1,Furnished,Don't mind,No preference,"18",,1694
Manchester,649,House share,M8,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","50",1695
Manchester,600,House share,M15,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,"18",,1698
Manchester,650,Flat share,M5,"16/04/2023",0,12,0,Furnished,Don't mind,No preference,"20","30",1732
Manchester,645,House share,M4,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,1733
Manchester,550,Shared property,M30,"16/04/2023",0,12,0,Furnished,Professional,Male,,,1734
Manchester,450,House share,M30,"16/04/2023",0,3,0,Furnished,Don't mind,No preference,,,1735
Manchester,440,House share,M15,"16/04/2023",0,4,0,Furnished,Student,No preference,"20","29",1737
Manchester,575,House share,M14,"30/04/2023",14,1,0,Furnished,Don't mind,No preference,,"45",1641
Manchester,550,House share,M46,"16/04/2023",0,1,0,Unfurnished,Professional,No preference,"21","35",1747
Manchester,600,Flat share,M15,"16/04/2023",0,11,0,Furnished,Professional,Male,,"35",1779
Manchester,400,House share,M11,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,,,1780
Manchester,500,Flat share,M22,"29/05/2023",43,6,0,Furnished,Professional,No preference,"40","80",1645
Manchester,725,House share,M13,"16/04/2023",0,6,0,Furnished,Don't mind,Female,"18","45",1781
Manchester,1200,Flat share,M20,"16/04/2023",0,12,0,Unfurnished,Professional,No preference,"25","40",1649
Manchester,650,Flat share,M20,"28/04/2023",12,7,0,Furnished,Don't mind,No preference,"25","31",1650
Manchester,550,Flat share,M15,"27/04/2023",11,0,0,Furnished,Don't mind,No preference,,,1651
Manchester,600,Flat share,M19,"01/05/2023",15,0,0,Unfurnished,Don't mind,No preference,,,1652
Manchester,600,Flat rent,M3,"16/04/2023",0,6,0,Part Furnished,Don't mind,No preference,,,1657
Manchester,725,Flat share,M1,"29/04/2023",13,3,0,Furnished,Student,Female,"19","23",1654
Manchester,950,House share,M14,"17/04/2023",1,1,2,Furnished,Professional,No preference,"24",,1655
Manchester,600,House share,M14,"01/07/2023",76,12,12,Furnished,Student,No preference,,,1656
Manchester,600,Flat share,M24,"01/09/2023",138,1,1,Furnished,Professional,Female,"28",,1658
Manchester,650,House share,M15,"20/04/2023",4,0,12,Unfurnished,Student,No preference,"20","30",1660
Manchester,650,House share,M6,"22/04/2023",6,6,0,Furnished,Professional,No preference,"22","33",1661
Manchester,600,Flat share,M15,"10/05/2023",24,6,12,Unfurnished,Don't mind,Female,,,1663
Manchester,650,Flat share,M21,"01/05/2023",15,6,0,Furnished,Professional,No preference,"25","40",1664
Manchester,500,House share,M28,"16/04/2023",0,3,12,Unfurnished,Don't mind,Female,"18",,1659
Manchester,575,House share,M33,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,1662
Manchester,550,Flat share,M6,"21/04/2023",5,6,0,Furnished,Professional,No preference,"21","50",1669
Manchester,659,Flat share,M3,"26/05/2023",40,12,15,Furnished,Don't mind,No preference,"22","26",1671
Manchester,500,Flat share,M40,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,1665
Manchester,675,Flat share,M4,"16/04/2023",0,3,0,Furnished,Professional,No preference,"25","35",1667
Manchester,625,Flat share,M5,"10/05/2023",24,6,0,Furnished,Professional,Female,"24","30",1674
Manchester,600,House share,M29,"30/04/2023",14,6,0,Furnished,Don't mind,No preference,"19","55",1675
Manchester,425,House share,M25,"16/04/2023",0,1,0,Furnished,Don't mind,Male,"20",,1670
Manchester,695,Flat share,M4,"16/04/2023",0,1,1,Furnished,Professional,No preference,"25","35",1784
Manchester,425,Flat share,M16,"09/06/2023",54,3,12,Furnished,Don't mind,No preference,,,1678
Manchester,600,House share,M19,"16/04/2023",0,0,0,Furnished,Don't mind,Female,"21","35",1788
Manchester,470,Flat share,M13,"01/07/2023",76,12,12,Furnished,Student,Male,"21","23",1680
Manchester,550,House rent,M25,"16/04/2023",0,12,36,Part Furnished,Professional,No preference,,,1792
Manchester,800,Flat rent,M16,"26/04/2023",10,2,0,Furnished,Don't mind,No preference,,,1682
Manchester,825,Flat share,M27,"16/04/2023",0,0,0,Furnished,Professional,No preference,"23","60",1793
Manchester,600,Flat share,M7,"16/04/2023",0,1,0,Furnished,Professional,Female,"23","60",1795
Manchester,467,Flat share,M5,"16/04/2023",0,6,0,Furnished,Don't mind,No preference,,,1800
Manchester,600,House share,M14,"16/04/2023",0,0,4,Furnished,Don't mind,No preference,,,1801
Manchester,660,House share,M23,"16/04/2023",0,1,0,Furnished,Professional,No preference,,,1844
Manchester,550,House share,M19,"16/04/2023",0,0,0,Furnished,Don't mind,No preference,"18","65",1845
Manchester,699,House rent,M14,"01/07/2023",76,12,0,Furnished,Don't mind,No preference,,,1689
Manchester,750,Flat share,M4,"16/04/2023",0,0,2,Furnished,Professional,Female,"27","99",1847
Manchester,700,Flat share,M5,"31/05/2023",45,6,12,Furnished,Don't mind,Female,"18","24",1691
Manchester,800,House share,M21,"01/05/2023",15,1,1,Furnished,Professional,No preference,,,1692
Manchester,800,Flat rent,M15,"10/06/2023",55,0,3,Furnished,Student,No preference,,,1693
Manchester,660,Flat share,M21,"16/04/2023",0,6,12,Furnished,Don't mind,No preference,,,1848
Manchester,645,Flat share,M5,"16/04/2023",0,5,0,Furnished,Don't mind,No preference,"20","30",1849
Manchester,649,Flat rent,M5,"17/05/2023",31,0,0,Furnished,Professional,No preference,,,1696
Manchester,649,Flat rent,M1,"12/06/2023",57,1,6,Furnished,Professional,No preference,,,1697
Manchester,550,House share,M14,"16/04/2023",0,10,0,Furnished,Student,No preference,"18","30",1850
Manchester,550,Flat share,M9,"16/04/2023",0,0,0,Furnished,Don't mind,Female,,,1851
Manchester,600,Flat share,M3,"16/04/2023",0,12,0,Furnished,Don't mind,Female,,,1700
Manchester,430,Shared property,M15,"16/04/2023",0,3,7,Furnished,Don't mind,No preference,,,1702
Manchester,550,House share,M11,"01/05/2023",15,3,0,Furnished,Don't mind,No preference,,,1703
Manchester,625,House share,M32,"16/04/2023",0,0,3,Furnished,Professional,No preference,"21","60",1706
Manchester,520,House share,M6,"01/05/2023",15,6,0,Furnished,Professional,No preference,"22","48",1705
Manchester,650,House share,M20,"29/05/2023",43,1,0,Furnished,Student,No preference,,,1708
Manchester,600,House share,M13,"31/05/2023",45,6,0,Furnished,Professional,No preference,"21","45",1709
Manchester,635,House share,M13,"05/05/2023",19,6,0,Furnished,Professional,No preference,"22","45",1710
